Id,SalePrice
1461.0,138965.1
1462.0,179371.25
1463.0,131194.14
1464.0,139127.73
1465.0,255873.19
1466.0,139863.34
1467.0,115343.49
1468.0,180522.77
1469.0,174697.38
1470.0,135275.12
1471.0,105916.67
1472.0,185590.81
1473.0,168729.84
1474.0,183870.28
1475.0,123711.38
1476.0,356454.12
1477.0,153233.2
1478.0,185638.75
1479.0,203550.08
1480.0,144847.33
1481.0,334408.5
1482.0,116039.71
1483.0,193323.98
1484.0,123030.04
1485.0,156788.53
1486.0,270509.72
1487.0,99142.47
1488.0,95040.086
1489.0,128848.48
1490.0,252065.84
1491.0,128486.69
1492.0,150903.44
1493.0,189349.52
1494.0,169971.83
1495.0,205860.8
1496.0,262923.22
1497.0,139949.56
1498.0,141894.75
1499.0,122521.51
1500.0,157423.72
1501.0,175346.56
1502.0,180836.55
1503.0,189830.14
1504.0,175903.28
1505.0,166453.16
1506.0,164411.39
1507.0,185806.5
1508.0,122765.14
1509.0,203979.53
1510.0,101207.93
1511.0,95149.55
1512.0,154721.86
1513.0,135938.34
1514.0,377315.9
1515.0,266154.56
1516.0,295510.4
1517.0,262850.28
1518.0,516358.0
1519.0,320748.12
1520.0,214555.8
1521.0,168764.77
1522.0,176336.2
1523.0,178007.36
1524.0,192511.3
1525.0,328077.5
1526.0,237504.33
1527.0,199131.95
1528.0,224814.23
1529.0,192174.3
1530.0,87526.87
1531.0,200368.67
1532.0,294765.34
1533.0,304662.53
1534.0,227737.44
1535.0,182197.77
1536.0,167257.3
1537.0,168991.89
1538.0,151656.72
1539.0,168486.64
1540.0,157521.44
1541.0,287889.3
1542.0,231384.2
1543.0,222314.16
1544.0,185947.52
1545.0,236040.73
1546.0,193929.33
1547.0,157991.06
1548.0,143373.55
1549.0,139476.5
1550.0,175088.55
1551.0,149259.36
1552.0,191391.06
1553.0,199465.4
1554.0,168682.28
1555.0,156224.56
1556.0,136611.62
1557.0,226700.52
1558.0,132909.94
1559.0,132700.11
1560.0,172823.03
1561.0,105456.94
1562.0,123794.85
1563.0,124124.77
1564.0,123692.97
1565.0,108887.12
1566.0,135041.61
1567.0,148705.95
1568.0,175364.25
1569.0,101382.99
1570.0,103015.81
1571.0,150483.75
1572.0,120209.97
1573.0,145463.02
1574.0,112404.72
1575.0,82627.56
1576.0,175743.8
1577.0,217956.69
1578.0,96458.57
1579.0,141968.8
1580.0,129536.875
1581.0,219367.55
1582.0,76420.08
1583.0,108710.37
1584.0,127873.84
1585.0,125533.96
1586.0,132247.64
1587.0,109773.164
1588.0,138480.53
1589.0,118567.85
1590.0,132176.8
1591.0,157175.7
1592.0,109358.71
1593.0,165358.83
1594.0,82564.016
1595.0,113742.67
1596.0,101724.516
1597.0,91806.4
1598.0,142443.69
1599.0,129609.62
1600.0,131225.0
1601.0,124436.51
1602.0,162418.05
1603.0,146608.28
1604.0,232087.36
1605.0,79140.984
1606.0,211063.05
1607.0,122174.34
1608.0,135554.06
1609.0,125977.445
1610.0,147510.08
1611.0,253508.27
1612.0,122215.67
1613.0,223362.67
1614.0,223218.97
1615.0,194895.92
1616.0,150503.78
1617.0,143979.78
1618.0,191267.17
1619.0,149250.52
1620.0,130815.3
1621.0,342796.5
1622.0,226630.44
1623.0,138965.1
1624.0,77987.65
1625.0,99924.28
1626.0,143968.95
1627.0,100877.875
1628.0,137774.84
1629.0,99575.734
1630.0,127720.164
1631.0,135805.19
1632.0,118594.516
1633.0,111650.72
1634.0,241047.28
1635.0,181334.58
1636.0,207367.2
1637.0,191934.39
1638.0,191294.36
1639.0,77318.47
1640.0,111773.31
1641.0,94122.91
1642.0,278182.1
1643.0,243379.61
1644.0,159661.75
1645.0,167314.2
1646.0,213752.03
1647.0,190235.7
1648.0,151151.67
1649.0,146120.67
1650.0,170881.4
1651.0,161980.11
1652.0,121166.055
1653.0,97805.58
1654.0,75696.375
1655.0,93431.12
1656.0,126914.05
1657.0,140234.31
1658.0,155652.98
1659.0,136187.78
1660.0,140718.3
1661.0,298389.4
1662.0,208232.0
1663.0,132173.12
1664.0,169416.16
1665.0,181797.4
1666.0,288950.62
1667.0,180762.42
1668.0,380201.12
1669.0,231145.83
1670.0,249730.4
1671.0,173573.69
1672.0,180679.0
1673.0,181684.58
1674.0,151091.88
1675.0,182987.19
1676.0,208844.97
1677.0,184182.73
1678.0,252629.52
1679.0,179043.48
1680.0,213409.6
1681.0,217122.8
1682.0,223586.02
1683.0,195642.52
1684.0,155792.39
1685.0,168058.86
1686.0,131014.7
1687.0,139541.48
1688.0,123586.8
1689.0,128236.32
1690.0,100720.414
1691.0,97942.37
1692.0,154951.64
1693.0,157794.12
1694.0,150071.98
1695.0,154521.31
1696.0,147285.61
1697.0,144065.73
1698.0,150283.39
1699.0,444604.88
1700.0,434647.8
1701.0,392810.0
1702.0,376307.6
1703.0,301062.25
1704.0,335862.78
1705.0,350953.2
1706.0,334395.38
1707.0,307602.56
1708.0,353016.75
1709.0,255222.92
1710.0,469135.16
1711.0,300384.03
1712.0,246617.28
1713.0,176937.98
1714.0,189864.05
1715.0,209019.06
1716.0,454333.84
1717.0,379729.28
1718.0,318932.66
1719.0,254813.0
1720.0,299952.94
1721.0,178153.27
1722.0,171606.6
1723.0,168972.38
1724.0,177076.17
1725.0,168059.47
1726.0,182131.55
1727.0,185219.9
1728.0,187456.19
1729.0,178950.95
1730.0,273561.03
1731.0,170091.02
1732.0,178996.42
1733.0,169209.25
1734.0,277662.5
1735.0,171359.81
1736.0,397449.7
1737.0,329552.97
1738.0,239675.22
1739.0,263851.03
1740.0,260879.08
1741.0,239417.3
1742.0,313654.44
1743.0,229631.2
1744.0,450921.3
1745.0,206321.34
1746.0,200148.44
1747.0,296895.8
1748.0,224818.4
1749.0,248132.4
1750.0,263020.5
1751.0,268627.6
1752.0,217992.5
1753.0,201960.0
1754.0,183936.9
1755.0,183184.12
1756.0,145655.08
1757.0,198631.22
1758.0,244545.66
1759.0,180688.61
1760.0,145028.89
1761.0,159248.42
1762.0,220729.7
1763.0,237362.73
1764.0,187250.14
1765.0,153139.7
1766.0,183728.6
1767.0,156505.58
1768.0,175556.58
1769.0,119697.87
1770.0,138722.9
1771.0,118802.91
1772.0,126487.17
1773.0,131559.7
1774.0,113276.72
1775.0,338119.28
1776.0,206839.97
1777.0,336551.06
1778.0,213831.8
1779.0,186410.67
1780.0,168486.64
1781.0,173195.42
1782.0,298166.38
1783.0,212709.77
1784.0,239092.0
1785.0,220296.66
1786.0,216379.94
1787.0,150504.25
1788.0,133809.44
1789.0,233408.89
1790.0,123680.82
1791.0,147860.19
1792.0,211004.97
1793.0,162491.11
1794.0,133782.75
1795.0,125414.695
1796.0,148243.67
1797.0,167125.53
1798.0,168862.11
1799.0,152532.97
1800.0,165772.67
1801.0,171413.75
1802.0,113732.03
1803.0,187883.36
1804.0,186206.55
1805.0,236562.72
1806.0,147571.75
1807.0,181716.33
1808.0,145601.22
1809.0,138875.58
1810.0,137508.97
1811.0,132684.84
1812.0,138791.22
1813.0,136902.16
1814.0,128112.95
1815.0,118998.26
1816.0,141533.7
1817.0,114442.34
1818.0,180873.5
1819.0,133074.25
1820.0,98529.52
1821.0,131428.58
1822.0,99536.734
1823.0,120037.31
1824.0,162021.08
1825.0,160666.12
1826.0,63960.34
1827.0,105159.94
1828.0,90492.03
1829.0,178407.62
1830.0,161004.36
1831.0,130727.17
1832.0,147515.11
1833.0,139157.94
1834.0,126674.01
1835.0,130007.04
1836.0,124072.016
1837.0,113877.69
1838.0,127560.36
1839.0,129819.47
1840.0,152234.44
1841.0,158043.7
1842.0,137003.66
