Id,SalePrice
1461,138965.1
1462,179371.25
1463,131194.14
1464,139127.73
1465,255873.19
1466,139863.34
1467,115343.49
1468,180522.77
1469,174697.38
1470,135275.12
1471,105916.67
1472,185590.81
1473,168729.84
1474,183870.28
1475,123711.38
1476,356454.12
1477,153233.2
1478,185638.75
1479,203550.08
1480,144847.33
1481,334408.5
1482,116039.71
1483,193323.98
1484,123030.04
1485,156788.53
1486,270509.72
1487,99142.47
1488,95040.086
1489,128848.48
1490,252065.84
1491,128486.69
1492,150903.44
1493,189349.52
1494,169971.83
1495,205860.8
1496,262923.22
1497,139949.56
1498,141894.75
1499,122521.51
1500,157423.72
1501,175346.56
1502,180836.55
1503,189830.14
1504,175903.28
1505,166453.16
1506,164411.39
1507,185806.5
1508,122765.14
1509,203979.53
1510,101207.93
1511,95149.55
1512,154721.86
1513,135938.34
1514,377315.9
1515,266154.56
1516,295510.4
1517,262850.28
1518,516358.0
1519,320748.12
1520,214555.8
1521,168764.77
1522,176336.2
1523,178007.36
1524,192511.3
1525,328077.5
1526,237504.33
1527,199131.95
1528,224814.23
1529,192174.3
1530,87526.87
1531,200368.67
1532,294765.34
1533,304662.53
1534,227737.44
1535,182197.77
1536,167257.3
1537,168991.89
1538,151656.72
1539,168486.64
1540,157521.44
1541,287889.3
1542,231384.2
1543,222314.16
1544,185947.52
1545,236040.73
1546,193929.33
1547,157991.06
1548,143373.55
1549,139476.5
1550,175088.55
1551,149259.36
1552,191391.06
1553,199465.4
1554,168682.28
1555,156224.56
1556,136611.62
1557,226700.52
1558,132909.94
1559,132700.11
1560,172823.03
1561,105456.94
1562,123794.85
1563,124124.77
1564,123692.97
1565,108887.12
1566,135041.61
1567,148705.95
1568,175364.25
1569,101382.99
1570,103015.81
1571,150483.75
1572,120209.97
1573,145463.02
1574,112404.72
1575,82627.56
1576,175743.8
1577,217956.69
1578,96458.57
1579,141968.8
1580,129536.875
1581,219367.55
1582,76420.08
1583,108710.37
1584,127873.84
1585,125533.96
1586,132247.64
1587,109773.164
1588,138480.53
1589,118567.85
1590,132176.8
1591,157175.7
1592,109358.71
1593,165358.83
1594,82564.016
1595,113742.67
1596,101724.516
1597,91806.4
1598,142443.69
1599,129609.62
1600,131225.0
1601,124436.51
1602,162418.05
1603,146608.28
1604,232087.36
1605,79140.984
1606,211063.05
1607,122174.34
1608,135554.06
1609,125977.445
1610,147510.08
1611,253508.27
1612,122215.67
1613,223362.67
1614,223218.97
1615,194895.92
1616,150503.78
1617,143979.78
1618,191267.17
1619,149250.52
1620,130815.3
1621,342796.5
1622,226630.44
1623,138965.1
1624,77987.65
1625,99924.28
1626,143968.95
1627,100877.875
1628,137774.84
1629,99575.734
1630,127720.164
1631,135805.19
1632,118594.516
1633,111650.72
1634,241047.28
1635,181334.58
1636,207367.2
1637,191934.39
1638,191294.36
1639,77318.47
1640,111773.31
1641,94122.91
1642,278182.1
1643,243379.61
1644,159661.75
1645,167314.2
1646,213752.03
1647,190235.7
1648,151151.67
1649,146120.67
1650,170881.4
1651,161980.11
1652,121166.055
1653,97805.58
1654,75696.375
1655,93431.12
1656,126914.05
1657,140234.31
1658,155652.98
1659,136187.78
1660,140718.3
1661,298389.4
1662,208232.0
1663,132173.12
1664,169416.16
1665,181797.4
1666,288950.62
1667,180762.42
1668,380201.12
1669,231145.83
1670,249730.4
1671,173573.69
1672,180679.0
1673,181684.58
1674,151091.88
1675,182987.19
1676,208844.97
1677,184182.73
1678,252629.52
1679,179043.48
1680,213409.6
1681,217122.8
1682,223586.02
1683,195642.52
1684,155792.39
1685,168058.86
1686,131014.7
1687,139541.48
1688,123586.8
1689,128236.32
1690,100720.414
1691,97942.37
1692,154951.64
1693,157794.12
1694,150071.98
1695,154521.31
1696,147285.61
1697,144065.73
1698,150283.39
1699,444604.88
1700,434647.8
1701,392810.0
1702,376307.6
1703,301062.25
1704,335862.78
1705,350953.2
1706,334395.38
1707,307602.56
1708,353016.75
1709,255222.92
1710,469135.16
1711,300384.03
1712,246617.28
1713,176937.98
1714,189864.05
1715,209019.06
1716,454333.84
1717,379729.28
1718,318932.66
1719,254813.0
1720,299952.94
1721,178153.27
1722,171606.6
1723,168972.38
1724,177076.17
1725,168059.47
1726,182131.55
1727,185219.9
1728,187456.19
1729,178950.95
1730,273561.03
1731,170091.02
1732,178996.42
1733,169209.25
1734,277662.5
1735,171359.81
1736,397449.7
1737,329552.97
1738,239675.22
1739,263851.03
1740,260879.08
1741,239417.3
1742,313654.44
1743,229631.2
1744,450921.3
1745,206321.34
1746,200148.44
1747,296895.8
1748,224818.4
1749,248132.4
1750,263020.5
1751,268627.6
1752,217992.5
1753,201960.0
1754,183936.9
1755,183184.12
1756,145655.08
1757,198631.22
1758,244545.66
1759,180688.61
1760,145028.89
1761,159248.42
1762,220729.7
1763,237362.73
1764,187250.14
1765,153139.7
1766,183728.6
1767,156505.58
1768,175556.58
1769,119697.87
1770,138722.9
1771,118802.91
1772,126487.17
1773,131559.7
1774,113276.72
1775,338119.28
1776,206839.97
1777,336551.06
1778,213831.8
1779,186410.67
1780,168486.64
1781,173195.42
1782,298166.38
1783,212709.77
1784,239092.0
1785,220296.66
1786,216379.94
1787,150504.25
1788,133809.44
1789,233408.89
1790,123680.82
1791,147860.19
1792,211004.97
1793,162491.11
1794,133782.75
1795,125414.695
1796,148243.67
1797,167125.53
1798,168862.11
1799,152532.97
1800,165772.67
1801,171413.75
1802,113732.03
1803,187883.36
1804,186206.55
1805,236562.72
1806,147571.75
1807,181716.33
1808,145601.22
1809,138875.58
1810,137508.97
1811,132684.84
1812,138791.22
1813,136902.16
1814,128112.95
1815,118998.26
1816,141533.7
1817,114442.34
1818,180873.5
1819,133074.25
1820,98529.52
1821,131428.58
1822,99536.734
1823,120037.31
1824,162021.08
1825,160666.12
1826,63960.34
1827,105159.94
1828,90492.03
1829,178407.62
1830,161004.36
1831,130727.17
1832,147515.11
1833,139157.94
1834,126674.01
1835,130007.04
1836,124072.016
1837,113877.69
1838,127560.36
1839,129819.47
1840,152234.44
1841,158043.7
1842,137003.66
1843,139474.61
1844,111682.22
1845,149606.25
1846,124882.96
1847,120931.27
1848,140543.28
1849,93631.125
1850,94735.42
1851,114250.375
1852,102436.305
1853,57194.17
1854,96716.3
1855,113724.88
1856,136554.3
1857,119563.26
1858,68449.33
1859,114633.99
1860,141732.38
1861,47871.31
1862,136824.81
1863,124575.0
1864,95064.38
1865,104232.51
1866,131432.36
1867,125040.09
1868,143763.08
1869,179432.47
1870,80910.734
1871,137320.22
1872,115027.22
1873,154239.12
1874,124202.25
1875,100348.234
1876,123076.516
1877,85439.63
1878,153157.22
1879,139240.89
1880,74363.305
1881,141066.83
1882,131899.9
1883,140611.38
1884,158370.6
1885,149934.08
1886,53082.8
1887,113781.914
1888,126023.62
1889,149930.78
1890,133024.1
1891,131542.44
1892,176648.19
1893,134844.78
1894,215758.17
1895,166123.38
1896,137853.81
1897,126353.15
1898,148200.98
1899,126353.15
1900,315668.06
1901,314496.28
1902,314496.28
1903,330879.84
1904,331174.16
1905,252278.17
1906,303587.25
1907,202517.8
1908,267770.16
1909,244565.2
1910,164285.03
1911,223179.58
1912,137211.34
1913,217175.97
1914,194206.34
1915,216197.33
1916,209956.06
1917,128662.195
1918,131435.31
1919,233880.08
1920,260137.11
1921,193986.62
1922,205096.73
1923,267404.44
1924,302670.66
1925,208275.3
1926,300990.97
1927,166309.67
1928,126466.766
